,Show,NAME,LAT,LONG,COUNTRY,geometry
363,no,Queensdale,31.08332988,-17.84999997,Zimbabwe,POINT (31.08332988 -17.84999997)
364,no,Queensdale,28.61667,-20.09999997,Zimbabwe,POINT (28.61667 -20.09999997)
365,no,Rhodesville,31.10000004,-17.81667,Zimbabwe,POINT (31.10000004 -17.81667)
366,no,Ridgeview,31.03332984,-17.84999997,Zimbabwe,POINT (31.03332984 -17.84999997)
367,no,Sauers Township,28.59999984,-20.11667004,Zimbabwe,POINT (28.59999984 -20.11667004)
368,no,Sherwood Park,31.01667012,-17.78333004,Zimbabwe,POINT (31.01667012 -17.78333004)
369,no,Southerton,31.01667012,-17.86667004,Zimbabwe,POINT (31.01667012 -17.86667004)
370,no,Strathaven,31.01667012,-17.80000002,Zimbabwe,POINT (31.01667012 -17.80000002)
371,no,The Jungle,28.56666996,-20.09999997,Zimbabwe,POINT (28.56666996 -20.09999997)
372,no,Umganin,28.53333,-20.23333002,Zimbabwe,POINT (28.53333 -20.23333002)
373,no,Umguza,28.58333004,-20.08332999,Zimbabwe,POINT (28.58333004 -20.08332999)
374,no,Upper Glenville,28.55000016,-20.09999997,Zimbabwe,POINT (28.55000016 -20.09999997)
375,no,Wilmington Park,31.08332988,-17.84999997,Zimbabwe,POINT (31.08332988 -17.84999997)
376,no,Windsor Park,28.55000016,-20.09999997,Zimbabwe,POINT (28.55000016 -20.09999997)
377,no,Workington,31.01667012,-17.84999997,Zimbabwe,POINT (31.01667012 -17.84999997)
378,yes,Bulawayo,28.58114988,-20.17217997,Zimbabwe,POINT (28.58114988 -20.17217997)
379,yes,Harare,31.05023004,-17.82334998,Zimbabwe,POINT (31.05023004 -17.82334998)
380,no,Bindura,31.32955008,-17.29919997,Zimbabwe,POINT (31.32955008 -17.29919997)
381,no,Chinhoyi,30.19991004,-17.36208999,Zimbabwe,POINT (30.19991004 -17.36208999)
382,no,Marondera,31.55610996,-18.19252998,Zimbabwe,POINT (31.55610996 -18.19252998)
383,yes,Masvingo,30.82541004,-20.0727,Zimbabwe,POINT (30.82541004 -20.0727)
384,yes,Mutare,32.65668,-18.98035002,Zimbabwe,POINT (32.65667999999999 -18.98035002)
385,yes,Gweru,29.81773008,-19.45132002,Zimbabwe,POINT (29.81773008 -19.45132002)
386,no,Chegutu,30.14534016,-18.13253004,Zimbabwe,POINT (30.14534016 -18.13253004)
387,no,Kadoma,29.90280996,-18.33819003,Zimbabwe,POINT (29.90280996 -18.33819003)
388,no,Kwekwe,29.80315008,-18.92900997,Zimbabwe,POINT (29.80315008 -18.92900997)
389,no,Zvishavane,30.05678988,-20.32460001,Zimbabwe,POINT (30.05678988 -20.32460001)
390,yes,Sango,31.6613429285,-22.0625670109,Zimbabwe,POINT (31.6613429285498 -22.0625670109148)
